Spiel,Action,Drittel,Linien For,Nachsetzen,Nummerische Spielsituation,Schusslabels,Spieler Tigers,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
VF_1_SVWE,Mid Q Chance Against: 5,D2,L2,,5:5,Direkt,,Auslösung,0.3,,
VF_1_SVWE,Mid Q Chance Against: 6,D3,L1,,5:5,Direkt,,Konter,0.4,,
VF_1_SVWE,Standart mit Ball: 1,D1,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 2,D1,L3,,5:5,,Christian Stucki,Standart,,,
VF_1_SVWE,Standart mit Ball: 3,D1,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 4,D1,L3,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 5,D1,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 6,D1,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 7,D2,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 8,D2,L1,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 9,D3,L2,,5:5,,,Standart,,,
VF_1_SVWE,Standart mit Ball: 10,D3,L2,,5:5,,,Standart,,,
VF_1_SVWE,Pressing: 1,D1,L2,Bad,5:5,,,Pressing,,,
VF_1_SVWE,High Q Chance For: 1,D1,L1,,5:5,Handgelenk,Janis Lauber,Konter,0.4,,
VF_1_SVWE,Off. Transition: 1,D1,L1,,5:5,,,Konter,,,
VF_1_SVWE,Def.Transition: 1,"D2, D1",L1,,5:5,,,Konter,,,
VF_1_SVWE,Def.Transition: 2,D1,L1,,5:5,,,Konter,,,
VF_1_SVWE,Mid Q Chance For: 1,D1,L1,,5:5,Direkt,Nick Pfister,Auslösung,0.3,,
VF_1_SVWE,Mid Q Chance For: 2,D2,L2,,5:5,Direkt,Simon Steiner,Festsetzen,0.3,,
VF_1_SVWE,Mid Q Chance For: 3,D2,L2,,5:5,Direkt,Simon Steiner,Auslösung,0.3,,
VF_1_SVWE,Mid Q Chance For: 4,D3,L2,,5:5,Gezogen,Gustav Svensson,Standart,0.3,,
VF_1_SVWE,Mid Q Chance For: 5,D3,L1,,5:5,Gezogen,Janis Lauber,Konter,0.3,,
VF_1_SVWE,Tor Gegner: 1,D1,L1,,5:5,Gezogen,,Nachsetzen,0.3,,
VF_1_SVWE,Tor Gegner: 2,D2,L1,,5:5,Gezogen,,Auslösung,0.3,,
VF_1_SVWE,Tor Gegner: 3,D2,BP1,,4:5,Gezogen,,,0.5,,
VF_1_SVWE,Tor Gegner: 4,D3,BP2,,4:5,Gezogen,,,0.3,,
VF_1_SVWE,Tor Gegner: 5,D3,L2,,5:5,Volley,,Konter,0.4,,
VF_1_SVWE,Tor Gegner: 6,D3,L2,,5:5,Handgelenk,,Konter,0.3,,
VF_1_SVWE,Tor Gegner: 7,D3,L1,,5:5,,,Konter,0.5,,
VF_1_SVWE,Tor Gegner: 8,D3,6:5,,6:5,,,,0.4,,
VF_1_SVWE,Tor Tigers: 1,D1,L1,,5:5,Volley,Luca Fankhauser,Auslösung,0.4,,
VF_1_SVWE,Tor Tigers: 2,D3,L2,,5:5,Direkt,Kevin Kropf,Standart,0.7,,
VF_1_SVWE,Tor Tigers: 3,D3,L1,,5:5,Gezogen,Janis Lauber,Festsetzen,0.3,,
VF_1_SVWE,Tor Tigers: 4,D3,6:5,,6:5,Direkt,,,0.5,,
VF_1_SVWE,Tor Tigers: 5,D3,6:5,,6:5,Volley,,,0.3,,
VF_1_SVWE,BP2: 1,,,,,,,,,,
VF_1_SVWE,BP2: 2,,,,,,,,,,
VF_1_SVWE,BP2: 3,,,,,,,,,,
VF_1_SVWE,BP1: 1,,,,,,,,,,
VF_1_SVWE,BP1: 2,,,,,,,,,,
VF_1_SVWE,Nachsetzen Tigers: 1,D2,L1,Bad,5:5,,Matteo Steiner,Nachsetzen,,,
VF_1_SVWE,High Q Chance Against: 1,D2,L2,,5:5,Handgelenk,,,0.5,,
VF_1_SVWE,High Q Chance Against: 2,D3,L2,,5:5,Direkt,,Festsetzen,0.7,,
VF_1_SVWE,PP1: 1,,,,,,,,,,
VF_1_SVWE,6:5: 1,"D3, D3, D3","6:5, 6:5",,"6:5, 6:5, 6:5",,,,,,
