Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS17_HCR_A,ZOE Gegner: 5,D3,L1,5:5,,,,,Auslösung,,,Bad
MS17_HCR_A,High Q Chance Against: 1,D1,L3,5:5,Direkt,Neben Tor,,,Festsetzen,0.5,,
MS17_HCR_A,High Q Chance Against: 2,D1,L1,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS17_HCR_A,High Q Chance Against: 3,D2,L1,5:5,Direkt,Auf Tor,,,Nachsetzen,0.5,,
MS17_HCR_A,High Q Chance Against: 4,D2,L1,5:5,Handgelenk,Auf Tor,,,Konter,0.5,,
MS17_HCR_A,Mid Q Chance Against: 1,D1,L1,5:5,Direkt,Geblockt,Strohl Micha,,Festsetzen,0.3,,
MS17_HCR_A,Mid Q Chance Against: 2,D2,L2,5:5,,Auf Tor,,,Konter,0.4,,
MS17_HCR_A,Mid Q Chance Against: 3,D2,L2,5:5,Direkt,Geblockt,Steiner Luca,,Festsetzen,0.4,,
MS17_HCR_A,Mid Q Chance Against: 4,D3,L2,5:5,Handgelenk,Auf Tor,,,Konter,0.3,,
MS17_HCR_A,Mid Q Chance Against: 5,D3,L1,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
MS17_HCR_A,Mid Q Chance Against: 6,D3,L2,5:5,Handgelenk,Auf Tor,Christian Stucki,,Konter,0.3,,
MS17_HCR_A,High Q Chance For: 1,D2,L3,5:5,Direkt,Auf Tor,"Luca Steiner, Luca Steiner",Arno Althaus,Auslösung,0.5,,
MS17_HCR_A,High Q Chance For: 2,D2,L1,5:5,Direkt,Auf Tor,Elias Lunnestad,Steiner Simon,Auslösung,0.7,,
MS17_HCR_A,High Q Chance For: 3,D2,L2,5:5,Direkt,Neben Tor,Christian Stucki,Matteo Steiner,Auslösung,0.5,,
MS17_HCR_A,High Q Chance For: 4,D3,L2,5:5,Direkt,Auf Tor,,Matteo Steiner,Konter,0.5,,
MS17_HCR_A,Tor Tigers: 1,D2,BP1,4:5,Direkt,,Simon Steiner,,,0.5,,
MS17_HCR_A,Tor Tigers: 2,D3,BP1,4:5,Handgelenk,,Janis Lauber,,Konter,0.3,,
MS17_HCR_A,Tor Tigers: 3,D3,L2,5:5,Gezogen,,Janis Schwarz,,Konter,0.3,,
MS17_HCR_A,Tor Gegner: 1,D2,BP2,4:5,Gezogen,,,,,0.3,,
MS17_HCR_A,Tor Gegner: 2,D3,L1,5:5,Direkt,,,,Pressing,0.4,,
MS17_HCR_A,Tor Gegner: 3,D3,L2,5:5,Volley,,,,Festsetzen,0.1,,
MS17_HCR_A,Tor Gegner: 4,D3,L2,5:5,Direkt,,,,Auslösung,0.4,,
MS17_HCR_A,Tor Gegner: 5,D3,L1,5:5,Handgelenk,,,,Konter,0.3,,
MS17_HCR_A,Tor Gegner: 6,D3,6:5,6:5,,,,,,0.8,,
MS17_HCR_A,Tor Gegner: 7,D3,6:5,6:5,,,,,Konter,0.8,,
MS17_HCR_A,Pot + Chance For: 1,D3,L2,5:5,Direkt,Neben Tor,Luca Fankhauser,,Auslösung,0.4,,
MS17_HCR_A,Pot + Chance For: 2,D3,L1,5:5,Direkt,Neben Tor,Janis Lauber,,Konter,0.3,,
