Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS19_FBTG,ZOE For: 15,Ballbesitzwechsel Nein,D2,L2,,5:5,,,Maurice Aebersold,Björn Schenkel,Auslösung,,Bad,
MS19_FBTG,ZOE For: 16,Ballbesitzwechsel Nein,D2,L1,,5:5,,,Lukas Münger,Luca Fankhauser,Auslösung,,Good,
MS19_FBTG,ZOE For: 17,Ballbesitzwechsel Nein,D2,L1,,5:5,,,Luca Fankhauser,Thomas Gfeller,Auslösung,,Good,
MS19_FBTG,ZOE For: 18,Ballbesitzwechsel Nein,D3,L1,,5:5,,,Thomas Gfeller,Gian Mühlemann,Auslösung,,Good,
MS19_FBTG,ZOE For: 19,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Maurice Aebersold,Janis Lauber,Auslösung,,Bad,
MS19_FBTG,ZOE For: 20,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Janis Lauber,Steiner Simon,Auslösung,,Good,
MS19_FBTG,ZOE For: 21,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Maurice Aebersold,Kevin Kropf,Auslösung,,Good,
MS19_FBTG,ZOE For: 22,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Luca Fankhauser,Lukas Münger,Auslösung,,Bad,
MS19_FBTG,ZOE For: 23,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Maurice Aebersold,Martin Mosimann,Auslösung,,Good,
MS19_FBTG,ZOE Gegner: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,,,,,Auslösung,,,Bad
MS19_FBTG,ZOE Gegner: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 3,Ballbesitzwechsel Nein,D1,L3,,5:5,,,,,Auslösung,,,Bad
MS19_FBTG,ZOE Gegner: 4,Ballbesitzwechsel Nein,D1,L3,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 5,Ballbesitzwechsel Nein,D1,L3,,5:5,,,,,Auslösung,,,Bad
MS19_FBTG,ZOE Gegner: 6,Ballbesitzwechsel Nein,D1,L3,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 7,Ballbesitzwechsel Nein,D2,L1,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 8,Ballbesitzwechsel Ja,D2,L2,,5:5,,,,,Auslösung,,,Bad
MS19_FBTG,ZOE Gegner: 9,Ballbesitzwechsel Nein,D2,L2,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 10,Ballbesitzwechsel Nein,D3,L1,,5:5,,,,,Auslösung,,,Good
MS19_FBTG,ZOE Gegner: 11,Ballbesitzwechsel Nein,D3,L2,,5:5,,,,,Auslösung,,,Bad
MS19_FBTG,ZOE Gegner: 12,Ballbesitzwechsel Nein,D3,L2,,5:5,,,,,Auslösung,,,Good
